x,y
232.45416082816268,-278.80829097011207
234.8860031755907,-293.60614011324145
240.913315248432,-315.5467866038404
250.31454264710305,-338.5020380136162
259.7937420773435,-356.3540536846055
259.6812565879878,-369.9589774243675
261.26386607103973,-393.096924797961
276.9207836152009,-421.1067318411605
282.0941286958851,-435.6419430625446
282.9494933603009,-450.51479909892976
290.4742150596806,-465.86020476690476
294.01393458387594,-474.2571098787116
282.45688478119297,-492.79012595597317
284.96605390746925,-512.0452598358912
276.96793682458036,-514.144689723754
272.81436519531354,-514.0975803707678
267.2727642963697,-514.7477726667472
261.9548848159644,-515.2316355980627
258.21547666735074,-515.9978368263309
254.40217732261854,-516.7741597385757
248.9046051016323,-518.335313826099
248.47172752754253,-517.4338611064013
238.95564960036054,-520.7966950011008
233.92319133345515,-523.0764194229862
228.2583381533446,-524.4827271354828
221.73107766643895,-526.1903925357053
213.4744273283816,-528.5155332408117
208.7101654901717,-528.2651482173183
208.34271801571717,-527.3351039422877
207.05384546402755,-527.842500257945
195.3231906317372,-532.2948912035865
186.54870961499867,-533.3147090986512
177.30199744391228,-535.4063892991929
161.61109445415337,-539.3059003472248
148.4204004998605,-542.0474008013146
124.74663043912223,-547.9801804756127
117.44399322267627,-549.591583319752
115.8194084538915,-548.914259812396
108.31889067784084,-549.4242604056741
102.12223005970877,-550.6097076220432
93.06610290595603,-552.2125501017683
87.06180975141069,-553.1909627631394
85.5620271455497,-554.436776838211
80.66012682859072,-555.1710942943587
73.31692912958694,-557.1971176370236
66.92173681132229,-559.0084803848293
63.16116793240793,-560.4521985552507
63.16116793240793,-560.4521985552507
57.98567000114578,-561.0112851578997
52.66817553108795,-562.5398326218567
51.995728406376465,-563.6066396233196
41.564285326457004,-563.4690853856144
37.267398389816734,-564.7717601095638
29.26385920633504,-566.2443170084374
29.315470950967025,-567.2429842342019
29.315470950967025,-567.2429842342019
22.60609915419969,-567.5499663298647
12.991147498446969,-568.8516767019972
-0.7580382440097381,-569.9994959454093
-0.76734748560284,-576.9994897552651
-10.888565052764243,-577.8974296110788
-14.837070989437239,-575.8088756909314
-19.14363908684425,-566.6767341990605
-18.7047196721547,-553.684145937001
-30.43025659812077,-553.1636281276749
-36.52166073310189,-521.7232679278319
-39.42493167896722,-502.45564457184554
-38.09512247550999,-485.50773592557294
-40.684902412939586,-479.27626554592666
-39.66989445253361,-467.31926931609064
-55.30530705095856,-455.6559261240867
-60.016032035030356,-420.74110317245
-62.77538567541849,-392.0054220968155
-69.20596797862474,-372.6278760320296
-71.60975701760574,-361.98486529118793
-75.49005878805521,-350.9732910410363
-80.90075736811312,-345.65888887350445
-83.45928715542621,-339.9037325295327
-85.48665393411831,-330.11063599821847
-83.48110193566393,-322.3661049484069
-88.41022738936361,-320.01192429808145
-87.76741157589768,-309.8078137576052
-89.13277859038014,-304.2110250808775
-94.40687661183787,-295.27502713300566
-91.36149349532697,-285.75002625774744
-97.0677147769065,-282.8053371985563
-94.47058528454781,-275.23863921331065
-96.73783333390489,-270.2050917393335
-102.65159151758397,-261.5791481729901
-100.77997897634323,-250.48631866337095
-100.73598045085294,-247.2675923824337
-107.0743908888443,-242.40477473800505
-107.72710206323393,-236.63235510187016
-108.98759847674131,-232.74600614891892
-107.29129344208387,-229.12350021664005
-107.76940826417352,-225.57871052559435
-106.04509773194675,-221.96945115718484
-106.04509773194675,-221.96945115718484
-105.74364377632317,-222.1132184290392
-96.23139065759675,-227.4830091503649
-94.28191313791015,-239.08141051753805
-97.3429149250177,-248.6229211354029
-93.22527541071426,-252.32924528202528
-92.90395911951246,-259.8939290940055
-90.04703602275568,-266.18138797353305
-87.64815102982774,-274.3388445354622
-87.41858144033638,-280.7026747627448
-78.51942483776662,-286.43271447784434
-82.52036061545778,-302.9626876100336
-80.7396398168838,-309.64675125413453
-80.8326243448643,-319.9470063018594
-81.66800809274386,-333.1356127077433
-82.38230553961918,-336.0493352678693
-82.38230553961918,-336.0493352678693
-83.02067274339778,-335.8921968388573
-69.68453472193569,-338.91011436749324
-64.1434634603687,-376.576175687348
-62.78938537953263,-406.1754461850944
-57.364521243299905,-433.218549582687
-56.15597728192773,-461.5966921626623
-58.08822596259621,-477.4795890972915
-58.45052259022155,-480.4576322725345
-58.45052259022155,-480.4576322725345
-55.794830632594305,-490.8390131954469
-49.27587028079004,-515.6509367857977
-45.55207525926018,-548.1103980400068
-30.659263987595715,-570.1762968869707
-22.928053086107283,-576.5442779021232
-0.7624312496035979,-569.999490086254
5.782730156345298,-566.9705107251513
11.61109433316046,-565.8808907255894
29.623005755168446,-564.222897027433
42.187030466003336,-561.4171839732558
48.126565007121734,-559.935562132479
53.20130805820006,-558.4716830967319
59.83955735446954,-556.7937027083021
67.77103472169571,-555.8840588222968
74.48411612747465,-555.024428691845
79.98092419834477,-554.2590114417434
84.64330018473015,-554.5777778939918
90.03832519710255,-553.7274600339962
100.86729175925399,-551.8575807698519
106.56122776842578,-550.786442041274
109.55219531825311,-550.1993425122855
111.86679298273877,-549.7334086880268
124.679868469739,-546.969771009668
130.84491139128716,-546.5561354179516
142.5349633461624,-543.6246721994028
154.26788918996567,-542.4918601830561
159.33042316956306,-542.0690142893319
165.94069700025537,-540.0821095713775
180.12945032470924,-536.5718788062957
191.73597872555607,-535.7222362961548
215.57750142126852,-528.7412797209643
232.55435245695784,-524.7804046964073
238.096212316846,-527.7794934253996
244.86917257969742,-526.8776787074344
253.29218467076245,-525.1019607511596
257.0902256815853,-525.4803667683423
267.08965723604877,-522.7160940678315
269.62900344408826,-495.3748081016513
254.68141171454695,-457.944733048744
249.9592283171967,-441.100197437126
250.76972870713766,-423.29486550647954
242.70101681476106,-403.6548233789373
246.97713333160374,-390.44371631683765
251.81115209832635,-375.3600187538806
244.5170028498975,-358.5630144302438
248.06218742203356,-350.0087872773995
247.07116926406178,-343.34361406394225
246.21882747907182,-337.7873428576492
242.4947178385595,-330.5999271330794
242.31794456494256,-320.7584975364198
238.70125882516732,-315.9710572746822
238.39087553331535,-313.6969723514388
237.94865920116885,-303.93491998183754
242.37909083699705,-288.75833550744596
239.70782555196945,-277.90134646875424
241.38438441134141,-265.73403801989264
239.24601477940598,-249.95468471739485
225.41676537019177,-235.50643704586912
223.26325482380315,-226.44539970041683
220.8912055259724,-217.50189728202977
220.4170501264039,-207.90700809153682
218.6227121129126,-198.06339830568024
218.0115018118072,-191.23541794803697
216.48478323920634,-185.36272178049677
213.15616609415974,-181.5611435743865
211.70615015492498,-177.07768347982295
213.39206141815728,-168.66483961901895
211.18275724296342,-158.4229877361855
207.78350562314608,-152.93794424849585
207.46103687936107,-148.27312021044267
205.85766499550084,-143.60926767656795
206.1708109990499,-139.62305215111883
206.30753672493216,-133.98955291548208
204.7756809574611,-128.96092620793362
203.19461630081295,-123.9191184053752
202.84217911816538,-120.6277346657646
204.82615798707482,-115.20088977197122
202.71870129247299,-112.82343792977196
201.844913786902,-112.33713000766087
201.844913786902,-112.33713000766087
203.66295787000212,-109.00641995608211
202.92783807799302,-103.94369886141173
202.17188421971068,-96.44962017059424
201.00441567746287,-89.4272043517056
196.21339557614442,-85.41840197802505
194.37962552403093,-84.6200991558005
193.8313862410299,-80.8046638993115
192.91237348912577,-75.05875135380313
191.04848582256417,-74.33354602671324
191.08444751690436,-71.43342296963952
189.95891881693922,-68.69941165613793
189.92039379110457,-65.81218749009768
189.9580012218685,-62.57761398289813
187.10863120354048,-61.63894977315466
187.341791805983,-60.92662015017512
187.24428396415604,-57.92735211236998
188.63978613847414,-53.20743449585541
187.6957418502869,-49.0541383704826
187.59149684225406,-45.36992740221867
185.91223769647306,-39.19999840165943
184.86205962192182,-34.20553920552961
184.7545537800992,-28.8921244894943
184.1645380776552,-26.06574216560659
183.65550311466498,-22.263337029728564
182.81463014468355,-20.85212231554768
183.19451653731892,-17.197939139849904
181.49785724266945,-13.510285575056333
181.86757603033504,-6.941526406368191
180.97057704084625,-3.2634713884352773
179.98144666148906,-2.5843485905671764
179.9996918895697,-0.3330460328200294
179.99451686906846,1.4049544727943253
